Address,opAirdropScore,TokenBalanceGIV,TokenBalanceOP,EthDeposits,OptimismBridges,OpTreasuryPayouts,IsOptimismDelegate,InteractedWithContracts,CreatedGnosisSafe,OwnsGnosisSafe,ExecutedGnosisTx,isPartOfOPTreasury,IsGitcoinProjectOwner,GitcoinPassportScore,RegenPOAPs,OptimismTxCount,TotalScore
0xfE6B3Daf5DB93C8203316956844b3Ae23521a722,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x7136fbDdD4DFfa2369A9283B6E90A040318011Ca,1,false,3000.09,false,0,1,0,1,false,1,false,false,false,33.01,false,8,670
0x760C7B2403a9Ee72E704b35ADEcF94e3D42A9D4f,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x12A63Bd7C98FC55C4402923991685303ca7B75A2,1,false,55.93,false,0,0,0,1,false,false,false,false,false,false,false,6,240
0x3E7F054563682c42bd4907b88D0DC27557992576,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,20
0xdEe4fBF0b62febe20000826EaeB939E2Cc7876b4,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xcaff17d5c7C349bE300E93cbAF56bc868ef75982,false,false,false,false,1,0,0,1,false,false,false,false,false,false,false,11,40
0xD91ec22114897E5E68997F77a6182dE3Cb09ba9B,1,false,false,false,0,0,0,1,false,false,false,false,false,false,false,3,230
0x8F942ECED007bD3976927B7958B50Df126FEeCb5,1,false,1400.00,false,1,1,0,1,false,1,false,false,false,false,false,18,680
0x41e235560175A75c49c2e11e0e7A452a81c35808,1,false,1190.27,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0x3b0459C53FD6fC216FEa8817512990c886310386,1,false,1190.27,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0xF35960302a07022aBa880DFFaEC2Fdd64d5BF1c1,1,false,false,false,0,0,0,1,false,false,false,false,false,false,false,3,230
0x33dCb3ec1918b6913C00954d8F40bFc04a5CFd20,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x4ae70EfbC57Df5F16FC5fA2CcF016887E6312AfB,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xe621A0B2D4f837Fa2a4d15059dae91EA8D9aa9AC,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xd0Cdc872439164D46785bb73Eeae91d29f1dae8d,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x22851c0AB295397AC5d41aF8899dEbf69C641680,1,false,776.87,false,2,1,0,1,false,false,false,false,false,false,false,8,650
0xd0ef3a2Ae7Fb496C0897400f1be46693B6183B0a,1,false,271.83,false,0,1,0,1,false,false,false,false,false,false,false,3,650
0x778bc2ea28243a59663B6dE926e5f6a0Cd7B2ac9,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x33878e070db7f70D2953Fe0278Cd32aDf8104572,1,2072.94,831.96,false,7,1,0,1,false,false,false,false,false,35.10,false,49,710
0x9Ef53569800e203C20200256CF134abc675bC8e1,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,20
0x0E76602324bD961E3E928b4BD5DC578b9883dF11,1,false,2.96,false,0,1,0,1,false,false,false,false,false,false,false,10,640
0x933Fe343746549ac10D471cE4DfA20bAab3EdE86,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xbcaE3F1Ab2Ac4A82D199720BE78c5a32bb144e8b,1,false,1761.99,false,1,1,0,1,false,false,false,false,false,false,false,11,650
0xEa5F027482561b25CA3E5a5498cBD1E979932774,1,false,1858.79,false,0,1,0,1,false,false,false,false,false,false,false,2,640
0x5303D37018b0e7e6F4fe8C706b7001735e5d430A,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xaE7f11378dABA3757e9D7691be04285938bE35B5,1,false,60.17,false,0,1,0,1,false,false,false,false,1,false,false,54,650
0x865c2F85C9fEa1C6Ac7F53de07554D68cB92eD88,1,false,false,false,0,0,0,1,false,false,false,false,false,false,false,45,230
0xca4aD39F872E89Ef23eABd5716363Fc22513E147,1,false,17.64,false,1,3,0,1,false,false,false,false,false,false,false,282,650
0x1D8a08c8C3Ce0A852Cb4Da902754991759F7F625,1,false,555.93,false,1,0,0,1,false,false,false,false,false,false,false,2,250
0xAcC89b21449b6CBB5101D5267F730C25E02E2409,1,false,1635.60,false,1,1,0,1,false,false,false,false,false,false,false,5,650
0x7e75c3Fbe3Aa9007d9E93eb948e02329b8b35dfE,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x66D9dfddC3AD45d6383D5B9e9354F60Bc9D16A8e,false,false,false,false,0,0,0,false,false,false,false,false,false,false,1,false,30
0x22270a0b82CBF0bd80C6E0FaD85342600518e114,1,false,733.54,false,0,1,0,1,false,false,false,false,false,false,1,2,670
0x76eFa04a76D4662EE3544ac40bbEcBE0Cd196Ad4,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x1bAeC9d58603F6eAeDdBD66AcC56Db76215FC8D6,1,false,1272.55,false,1,1,0,1,false,false,false,false,false,false,false,7,660
0xcf9Bb70b2f1aCCb846e8B0C665a1Ab5D5D35cA05,1,false,1.26,false,0,0,0,1,false,false,false,false,false,false,false,3,240
0x40498A25cc21c3412caD6566a19B31019143a02E,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xEba266c4D218172f884074Df3892F3D800c197e0,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xcdAEb3bCE9Df386b574F2AeFB06b9a2a156835b4,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x16B942C119D3e34ff8f801cf68EC6aA26F1dC494,1,false,555.93,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0x9885a84930E3C8c865A1D3dEBDC204F990BaB7C3,1,false,1926.49,false,2,1,0,1,false,false,false,false,false,false,false,117,670
0xDcdf8164AAF9345E48E747e95B07d2782D09Cb40,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x6466386897a82cB8c96C8680631dA7489f154004,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,20
0xedb892BBd19188cD2dEf63249d6a657Ac6F98935,false,false,false,false,1,0,0,1,false,false,false,false,false,12.75,false,1,60
0x784FF72C420e3da4ACCb078A79156615f53E4af0,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x3eEd07fC683037565E54408a6800c9C3a6f70c45,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x0668d077Ed4dBD45b3523E4DfFC07197b75519E3,false,false,false,false,0,0,0,false,false,false,false,false,false,false,1,false,30
0xcEAcC735C67217101ABD0FFB46661C42deC366a8,1,false,434.25,false,1,1,0,1,false,false,false,false,false,false,false,27,660
0x90299EC59b94398a3a31a795Bc585F743d0e5Cc9,1,false,123.74,false,0,1,0,1,false,false,false,false,false,false,10,29,860
0xFBC56Be13C23c18B6864D062e413da3c7e0f74Fb,1,1925.84,false,false,2,1,0,1,false,false,false,false,false,false,2,56,700
0x47B2c37fFee6e8d71EF9dFbe84eE596571885492,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x22483Eeb5322608E4E99484F6CA661a6EF09D461,false,false,false,false,1,0,0,1,false,false,false,false,false,false,false,2,60
0x21c9aba2392dD5e15CE74BF9C8685aC4907B5Fab,1,false,1925.84,false,1,1,0,1,false,false,false,false,false,false,false,7,660
0xB6DaCFC9e6443F2546E9285BA4AE6359cDc20727,1,false,271.83,false,1,1,0,1,false,false,false,false,false,false,false,3,660
0xa81fa36C51C95b52431038352D3D452C5De5E6e8,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x37341cbb14c5F128A70B149726ad8B2CE6F4C793,1,false,4732.20,false,1,1,0,1,false,false,false,false,false,false,1,27,670
0xA5320F385285942Ff5B852179A96e2c0615F598e,false,false,false,false,0,0,0,false,false,false,false,false,false,false,2,false,60
0xD2FA59811af055e0e94D570EA7F9800c0E5C0428,1,false,false,false,1,1,0,1,false,1,1,false,false,false,false,206,660
0x5B4dF17CA5A3339D722028a585582693742E5B5a,1,false,5012.92,false,1,1,1,1,1,1,false,false,false,false,false,132,1160
0x59AE7f21D18b2F5fDC7a99c4fd6dD9E67Cec0Bc9,1,false,false,false,0,1,0,1,false,false,false,false,false,false,false,24,650
0xcaAA39294a02bF3Bf6a806D11d687e244CE56378,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xE4b9744aa513db29BD09dE2e830a2018d302EF74,false,false,false,false,0,0,0,1,false,false,false,false,false,false,false,1,30
0xb8c2C29ee19D8307cb7255e1Cd9CbDE883A267d5,1,false,1931.09,false,1,1,0,1,false,1,1,false,false,false,false,3,680
0xaDa258b76d3Fce0149946740cD2b6cEaeeA8fA61,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x0a1751fCF226669952c0BAF7361F90bc274dc03a,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xfe96D1eD2A4C9E60e0e3030609aF0361A515169e,1,false,27.21,false,3,1,0,1,false,false,false,false,false,false,false,344,660
0xb08F95dbC639621DbAf48A472AE8Fce0f6f56a6e,1,false,10008.07,false,3,1,0,1,1,1,false,false,false,false,false,316,680
0x2A52309eDF998799C4A8b89324CCAd91848c8676,1,false,1462.10,false,2,0,0,1,false,false,false,false,1,false,false,1,260
0x6Dc43be93a8b5Fd37dC16f24872BaBc6dA5E5e3E,1,false,20000.53,false,2,1,0,1,false,false,false,false,false,false,2,86,690
0xc5C4F3145b252407e25Cfc92DA0FB0Bce2bc3310,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xF0CdfA126a944849A6e9982253CD5259AfAe0355,1,false,1746.19,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0xBc74cc61c131205E1D71db1854BF25C83C0355e8,1,false,271.83,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0x5E968e92a1fED01A32bbDD9D20e49Cb8299eAC5b,false,488.86,false,false,0,0,0,false,false,false,false,false,false,false,false,false,20
0x534D4e82EA7eCA7F62c3fdf6D39A541be95Bf951,1,false,681.26,false,1,1,0,1,false,false,false,false,false,false,false,9,650
0x7C6264DEAfA9F1F0A55dc6CDD6a03d2598393D9A,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xB1FbaD53FD06082d884c90dbd66c68613453Bf20,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xD8D79754008006aE578FF2507091543D12f1D8bC,1,false,false,false,1,1,0,1,false,false,false,false,false,false,false,4,640
0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,1,false,54.68,false,1,1,1,1,1,1,false,false,false,44.53,false,202,1180
0x0440DEC91912A3c1De4693cA890C8Ad57697B053,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,20
0x67243d6c3c3bDc2F59D2f74ba1949a02973a529d,1,false,false,false,1,1,0,1,false,1,false,false,1,46.97,false,137,670
0xB0CCf43adA6CBaA26dcf4907117b496d49f74242,1,false,false,false,0,1,0,1,false,false,false,false,false,false,false,255,650
0x6897abe0fd62b589260784b21f4ca3f78a0d8017,1,false,446.97,false,0,1,0,1,1,1,1,false,1,0.00,false,66,680
0x6C965b656C450259a6D4d95A2E68Fb4319EecBc0,1,false,1.27,false,0,1,0,1,false,false,false,false,false,false,false,847,650
0x5299C7D2b73B6A96231081DabFD54DfCc84feDEB,1,false,328.31,false,0,1,0,1,false,false,false,false,false,26.46,2,10,710
0x4428B7079b868e61053DfEfF75c1a3CcDEb42Cbc,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x6418fc9Ad45ebba33dEFfB42548A682d3dC1d3Cd,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x6E00136Eac2f2B439f037B976639f90Cc1824DB5,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xB00784c401D42f03ccbE1e85b9f2a4aE056C7251,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x9de78B32339df46ab670b0c580bdEc9Ac68acB76,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x5c95FED053997f30b7Aa69979C208a5D15479f5D,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x5AC583Feb2b1f288C0A51d6Cdca2e8c814BFE93B,false,false,false,false,0,0,0,1,false,false,false,false,false,4.53,false,4,50
0x204323A83506CA93eF23731894B450071541E9DF,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x554c5aF96E9e3c05AEC01ce18221d0DD25975aB4,1,false,10.22,false,1,1,0,1,false,1,1,false,false,false,false,37,680
0x615b044B6Ccb048532bcF99AAdf619d7fdD2Aa01,1,false,271.83,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0x18190831552EC91237D68ff94fe9124ccBac4163,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x9D5A0ec9DCab69075E4fF40B46813f6D952bbD65,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x0363f3c31076a64b85ceb69a28f958a7c1181cee,1,false,2.31,false,0,1,0,1,false,false,false,false,false,false,1,8,680
0xC453e07AD5085eE0A9f9BDD03c0f2841A92455f4,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x39f7E47A5B15a2D28E3e6314aA6BEe450A2546Dc,1,false,7.34,false,0,1,0,1,false,false,false,false,false,false,false,52,640
0x48A63097E1Ac123b1f5A8bbfFafA4afa8192FaB0,1,false,19438.38,false,0,3,1,1,false,false,false,false,false,false,false,14,1150
0xc68e8827FC1Dd3b2bc94Ca8b0228268f16dd6cf6,1,false,false,false,0,0,0,1,false,false,false,false,false,false,false,21,230
0x5Ad3b55625553CEf54D7561cD256658537d54AAd,1,false,555.93,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0xe89C2545e4e05A79D21351CdEeDa4651ca48DeBc,false,false,false,false,0,0,0,1,false,false,false,false,false,false,false,3,40
0x0F46540678c7e6D2eF983B382CC07Fa815AB148c,1,false,14.99,false,2,1,1,1,false,false,false,false,false,41.33,false,401,1180
0xB939f2016d648968c2168C50409eD4ff3eA5716c,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x16D9fd80d8e3f055ba7793794E811712dcbdD9c2,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x17e33637f6B64E9082Ea499481b6e6EbAE7EEA23,1,false,8165.88,false,1,1,1,1,false,false,false,false,false,false,false,40,1150
0x2dd2036C9Db2ADA2739509AF0047c00C8b9291EF,false,false,false,false,3,0,0,1,false,false,false,false,1,25.90,false,21,70
0x392057e2845DD19Ef14d74EC689B68D3eF61b5c9,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x83713a1bE5A18750d8370a51f9D6fF39F6b4e815,false,false,false,false,0,0,0,1,false,false,false,false,false,false,false,1,30
0x597F0fDBb96485CD258777248052fF0e4781FE4C,false,false,false,false,0,0,0,1,false,false,false,false,false,false,false,2,30
0xfcfE8f0b4abb3f376FB064daF7A83cce77536891,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x039a6c851766821990D8281173FCd429e3763886,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,20
0xb525F6b3b5EFCC0C54582de2F08D890F7793e3e4,1,false,2388.22,false,1,1,0,1,false,false,false,false,false,false,false,30,660
0xA4D506434445Bb7303eA34A07bc38484cdC64a95,false,false,false,false,2,0,0,1,false,1,1,false,false,11.30,false,22,70
0x317bbc1927Be411CD05615d2Ffdf8d320C6C4052,1,false,7.63,false,1,1,0,1,false,false,false,false,false,10.92,false,10,660
0x10a84b835C5df26f2A380B3E00bCC84A66cD2d34,false,false,false,false,0,0,0,1,false,1,1,false,false,5.22,false,27,70
0x6B64c148AE3321fC403Ee90FE576f11679104799,1,false,827.76,false,0,1,0,false,false,false,false,false,false,false,false,false,630
0xe532bD8FeF1bFa616EfB645e63214bDDF612ED5C,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x35a6132E12721C6f9475cDD63eaF97f5433aC861,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x95660B8f62B6372bb8A821872BF957922dE1fe89,1,false,1190.27,false,0,1,0,false,false,false,false,false,false,false,1,false,640
0x89010e1adB2E3E90E7f94245090615c297C733De,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x0eefc37dba3020531b1b679f0791a44392aa2365,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xf11704511975cC5908f6dBd89Be922f5C86c1055,false,false,false,false,1,0,0,1,false,1,false,false,1,false,7,22,220
0x6576dcd9F751C99adb07411B22dDda0be7FfE420,1,false,271.83,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0x81e80B838e04644a93e4F3C701038889d3a1b95e,1,false,271.83,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0xeEE2E0166e342E0b56fE9d5b76Ce2c8eAdd935B4,1,false,false,false,0,0,0,1,false,false,false,false,false,false,false,5,230
0x2915f137DAb849f0b27Aaab4D0DbD67AAEE3c5f0,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xcBc473f08a515cD8E612f63A254278879F1eD315,false,false,false,false,0,0,0,1,false,false,false,false,false,false,false,1,30
0xB7805B7b514B4BDBce556772915B2Aa9179507A4,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x1375847014BA64517210cBFE185808232Cf45d4a,1,false,555.93,false,0,1,0,false,false,false,false,false,1,18.02,2,false,680
0x1E975f53956d644868F3eA25690b1bbEda658565,1,false,827.76,false,0,1,0,false,false,false,false,false,false,false,false,false,620
0xf09c860cAc4119C959ADB58fA4ad9bDdF665875F,1,false,false,false,0,1,0,1,1,1,false,false,false,false,false,28,640
0x809C9f8dd8CA93A41c3adca4972Fa234C28F7714,1,false,false,false,1,1,0,1,false,1,false,false,1,38.14,false,55,690
0x1E8eE48D0621289297693fC98914DA2EfDcE1477,1,false,false,false,2,1,0,1,1,1,false,false,false,5.91,2,523,720
0xd1a317989c846E42F64128dAeBd975f857068a8C,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x1e9a926493fdc4A4B2Aef98fb9FF8D90C27527D1,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x05a45e7416C77C822e24e9679af29D1f07589b40,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x7735f817ac266ec4385e3c38df96082dd632895b,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x9ae494fbac34682c122a1d4e3d6ae1eb5404a469,1,false,124.21,false,1,1,0,1,1,1,false,false,1,27.46,false,207,690
0xb950e0e108546743af96eb493d4ff2abc63816db,1,false,827.76,false,0,1,0,1,false,false,false,false,false,25.99,false,2,650
0x144c4e5027b69f7798b2b162d924bcae5c149f15,1,false,false,false,1,1,0,1,false,false,false,false,false,false,false,54,650
0x05be06b424448052193d53db8955d246a8dbb98a,1,false,false,false,0,1,0,1,false,false,false,false,false,false,false,18,630
0xa4d338186d93a77b5a82ac8253b79050b0058275,1,false,false,false,1,1,1,1,false,1,false,false,false,false,false,210,1160
0xe885626097850ec1c5759d4bc8718c8762c68077,1,false,4089.79,false,1,1,1,1,false,false,false,false,false,false,false,29,1150
0x3fa821e3cfb7af05afd94fe13cde71f28d0f310c,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x1ecc36686f9dd00f892a7b9562db4f0da92409a7,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x9b231950070308a3930a08020316dbb6999924c2,false,false,false,false,1,0,0,false,false,false,false,false,false,false,false,false,20
0x1409a9ef3450D5d50aAd004f417436e772FbF8fC,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,1,20
0xdca6F7CB3cF361C8dF8FDE119370F1b21b2fFf63,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0x3E31155a1c17c9F85e74828447aec412090a4622,1,false,4500.64,false,0,1,1,1,1,1,1,false,false,false,false,26,1180
0x86df6c44C599E58042475fa64760c4F13cA186C5,false,false,false,false,0,0,0,false,false,false,false,false,false,false,false,false,10
0xa6BBa3FD4493e614C97E1dFc39FD55759AEA4F9A,1,false,0.04,false,0,1,1,1,false,false,false,false,false,false,false,4,1140
0x67434E4F16fb70E59c91b8642522fAC5b0C292C1,false,false,false,false,0,0,0,1,false,1,1,false,1,21.91,false,14,80
0x721ba19c32051fd8e851a74958c52936516c7fdc,false,false,17.22,false,0,0,0,1,false,false,false,false,false,16.41,false,35,70
0xe7358d1805f27BAe1031c37d54e29888c7C87622,1,false,false,false,3,0,0,1,1,1,false,false,false,false,false,25,250
0x3F20a6fE04b3A4b37bBBBea826ae23be56Baed74,false,false,false,false,0,0,0,1,false,false,false,false,false,false,false,2,40
0x9672c0e1639f159334ca1288d4a24deb02117291,false,false,false,false,0,0,0,1,false,false,false,false,1,false,false,3,50
0x7028956e9dBF459775Cc2E071BE4331B711E56Fa,false,false,false,false,0,0,0,1,false,false,false,false,false,0.00,false,1,30
0x59DDA36bD196Ec849838CE2163E6821f946b37Dc,false,false,239.11,false,0,0,0,1,false,1,false,false,1,29.52,1,35,110
